"bag_number","bottle_id","empty_bag_weight_g","sample_weight_g","ndf_weight_g","adf_weight_g","adl_weight_g","empty_crucible_weight_g","crucible_ash_weight_g","sample_type","quality_flag_bag","fulcrum_parent_id","leaf_chemistry_sample"
"1",,"0.5395",,"0.5444","0.542","0.5403","23.22","23.222","blank","good","17ec9326-ae02-4b95-984c-d3399dd3711a",
"2","11757342","0.5359","0.499","0.7224","0.6732","0.6228","33.0782","33.0823","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","b62656ff-a793-4deb-aed2-434ce13b4cc0"
"3","11761603","0.5342","0.5011","0.8117","0.6624","0.5475","31.2172","31.2192","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","73a43bbd-22f4-4672-97a5-d34ac536b398"
"4","11667486","0.5421","0.5012","0.719","0.6768","0.6321","28.8279","28.8322","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","a7823174-8707-41f8-ad97-4c3245b9eeea"
"5","11828466","0.5355","0.5014","0.827","0.6743","0.5522","28.4373","28.439","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","0d17af74-c3af-4e69-97ff-38ee75d803e9"
"6","11834388","0.5444","0.5012","0.7447","0.7075","0.636","25.2423","25.247","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","cb864f56-99aa-48a0-a284-306a86efec33"
"7","12082242","0.5419","0.5007","0.8359","0.6812","0.5566","26.8166","26.8184","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","60b1e289-c594-43a2-ad7b-cc6d1323a9bd"
"8","11932087","0.5298","0.5","0.636","0.6055","0.5674","28.6731","28.6754","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","259e78a1-bf56-46c6-9c3a-5c9bb6e62594"
"9","11831160","0.5343","0.5007","0.8264","0.6731","0.5496","22.9307","22.9327","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","82f1f312-8454-44ac-8059-46dba55ca121"
"10","11824578","0.4877","0.5","0.6673","0.6282","0.5619","30.5496","30.554","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","98041be7-7005-459c-afc3-c5598b8f7a8d"
"11","12092581","0.5285","0.5018","0.817","0.6632","0.542","28.0325","28.0343","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","429f5521-784b-4c7a-9bf5-266a182fa077"
"12","12086180","0.5354","0.5005","0.6504","0.6109","0.5738","29.3741","29.3764","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","0434ad3c-2cb3-45f4-9aa9-dfe054d19f91"
"13","11935788","0.5188","0.4992","0.7048","0.6579","0.5987","29.2483","29.2529","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","cd1241e2-a646-4158-a873-e46dc819efe7"
"14","11759793","0.5144","0.5006","0.6876","0.6509","0.5956","23.6094","23.6141","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","3b35c029-0d68-4525-871c-4287f17d5586"
"15","11926576","0.4923","0.5015","0.6877","0.6479","0.5767","25.8125","25.817","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","fdc1473e-de94-4879-9a2f-62efcfd71306"
"16","12004954","0.5069","0.4996","0.6228","0.5845","0.5491","25.2229","25.2253","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","f612d887-0814-4943-9044-472cf135d222"
"17","11841575","0.5371","0.5007","0.649","0.6131","0.5791","30.3176","30.3205","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","9efc362b-e9b5-4067-9064-d0a6bbd1d24e"
"18","11755108","0.5162","0.4994","0.7075","0.6703","0.5951","26.6137","26.6186","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","82c35737-b05f-4d46-ad78-9a098139e3f5"
"19","11929171","0.5058","0.5028","0.7008","0.6511","0.5847","26.2578","26.2624","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","d2be2cf8-f68d-4b18-a5e7-265d5e11bfa1"
"20","12013260","0.5062","0.4988","0.7906","0.6405","0.521","22.1673","22.1695","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","969fa721-2df8-4705-8183-1d310d7c82ee"
"21","11670314","0.5069","0.5014","0.6183","0.584","0.5465","27.9895","27.9919","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","7d5ea5c0-418a-4d7e-9ffd-b875d7c0ba4a"
"22","11677595","0.5142","0.5022","0.6842","0.6508","0.6014","27.711","27.7148","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","094eb63d-430e-4213-8f69-2516e92100b0"
"23","11673949","0.5295","0.5012","0.6574","0.6191","0.582","28.4281","28.4303","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","527939eb-84d6-4390-9cc1-59786e22d09f"
"24","12007476","0.5208","0.4997","0.7007","0.663","0.5898","34.0886","34.0932","sample","good","17ec9326-ae02-4b95-984c-d3399dd3711a","c350d4f5-c79b-4f8c-aa3f-639533b5d596"
"1",,"0.5378",,"0.5425","0.5401","0.541","22.1676","22.1693","blank","good","447c47ab-8d0f-4d59-a580-80491e96164c",
"2","12104735","0.5219","0.499","0.708","0.6695","0.6043","26.2583","26.2628","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","792681d7-c585-437f-8475-e0f94ff2d37d"
"3","12002118","0.5442","0.4989","0.7282","0.6917","0.6219","34.089","34.0942","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","cdc54783-23f8-4dd6-b9b4-8db87d6bf421"
"4","11844826","0.5655","0.4988","0.747","0.7002","0.6493","25.2232","25.228","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","9ab11028-1360-46f4-a650-58ba1de146b1"
"5","11747565","0.5497","0.4996","0.7478","0.7088","0.6397","30.3186","30.3234","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","90455525-a173-4846-85a2-81c2ac2cddae"
"6","11764307","0.5186","0.5017","0.7052","0.6615","0.5993","26.8167","26.8211","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","3b0d07b1-16ed-42a7-97d8-aa41978e02fb"
"7","11849793","0.5213","0.5006","0.6252","0.5896","0.5559","28.4284","28.4305","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","7a09a366-d7dc-4314-9d95-c1e0a2f0e799"
"8","12188085","0.5403","0.5031","0.7393","0.6904","0.6132","23.2207","23.2253","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","6b18daf8-5ea3-4a44-ae5a-0ca09579d4fa"
"9","12089043","0.5388","0.5025","0.6526","0.6151","0.5829","25.2428","25.2449","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","b495117a-b5ac-4b68-ac41-7e64b1debd9c"
"10","11740185","0.5327","0.4994","0.7191","0.6685","0.6082","23.6099","23.6141","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","e35dad9c-cba4-4d13-8151-5d9d1594ed5b"
"11","9338745","0.5632","0.5009","0.696","0.6652","0.6319","28.4373","28.4406","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","e9968ba9-6d5d-4c35-814f-f2fe91de8b20"
"12","12017872","0.5249","0.5014","0.6424","0.6029","0.5679","27.7116","27.7134","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","11d1f9b2-27b5-4379-83f8-b15c71a507c6"
"13","12170734","0.5397","0.5007","0.7342","0.6868","0.6148","27.9899","27.9946","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","db014f85-5203-4e5c-b9b9-8d6f6bb79db5"
"14","12102293","0.512","0.5013","0.717","0.6616","0.5947","33.0786","33.0835","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","1ed062cc-c45f-48df-a7a9-dca63ac351d3"
"15","9668337","0.5377","0.5","0.6806","0.6501","0.6094","29.2491","29.253","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","acf57a34-73b8-4675-b84a-ebf3cd0c6764"
"16","12179896","0.5016","0.4989","0.6862","0.6467","0.5752","26.6139","26.6188","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","6659baf5-3b27-42f0-b898-91985ca6a647"
"17","9674948","0.5283","0.4996","0.6514","0.6256","0.5859","31.2178","31.2209","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","d3779033-f364-4a67-ba88-7bce13177787"
"18","12173174","0.5174","0.5019","0.6377","0.5978","0.5601","30.5496","30.5519","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","84c6c732-e201-4ab3-a823-f4dc24f5c71e"
"19","20745926","0.5305","0.4989","0.6541","0.6303","0.5921","29.3747","29.3773","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","c0fe253b-7e13-44c6-971f-32b7cd268d7f"
"20","11744023","0.5221","0.5007","0.6566","0.6135","0.5737","22.9308","22.9332","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","3b510ef7-a320-4625-bdc2-755886b74538"
"21","12190668","0.5388","0.5003","0.7321","0.6904","0.6198","28.0327","28.0374","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","1ba80992-a071-4617-918b-5c84b9d4acbf"
"22","12175176","0.5488","0.5016","0.7492","0.7062","0.6325","25.813","25.8175","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","2d65cbfe-3202-42bd-ab67-83d2bb6e2c16"
"23","11911261","0.5304","0.5007","0.6585","0.6199","0.5791","28.828","28.8304","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","bed4521e-577c-4c61-b3ce-5440bd7e23d6"
"24","9335280","0.5464","0.5001","0.665","0.6415","0.6091","28.6734","28.6762","sample","good","447c47ab-8d0f-4d59-a580-80491e96164c","5b681376-f12f-406a-8625-da62149880d5"
"1",,"0.5223",,"0.5321","0.5298","0.5267","27.7118","27.7125","blank","good","19230fe0-b977-4768-b547-0e99eeb24a53",
"2","11914931","0.5564","0.5002","0.8503","0.7026","0.574","28.829","28.8309","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","00c15710-05e9-418b-a0e6-7d334fdeca80"
"3","11918965","0.5544","0.5006","0.8503","0.6989","0.5749","23.6101","23.6112","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","1d512fa5-bde0-4f75-9a45-8282b6ec450e"
"4","11998442","0.5424","0.4993","0.8383","0.6873","0.5605","26.2598","26.2613","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","dcaa3ce0-81d1-4c85-96bd-2fa1f56b22ff"
"5","11995935","0.5343","0.5003","0.859","0.6954","0.5593","28.4292","28.4311","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","e3f03d79-9f0e-42ba-b194-24ab4f19adbe"
"6","11999533","0.5195","0.5001","0.8117","0.6677","0.5415","28.0335","28.0349","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","04cb668e-fa91-4ae3-8585-cfc4b87e1920"
"7","12176890","0.5192","0.5008","0.7043","0.6694","0.6006","22.9312","22.9353","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","9f8faf2b-51f1-491b-a709-15ac610d80f8"
"8","13224081","0.5211","0.5016","0.7246","0.6899","0.6193","25.8133","25.8171","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","56cee07b-7ace-4b67-bf06-97e59250e058"
"9","13225827","0.5399","0.5013","0.7146","0.6751","0.617","33.0792","33.0824","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","31217a1f-ff90-4871-b84b-7ca4885abbc3"
"10","13227990","0.5318","0.5006","0.8396","0.6858","0.5481","29.3746","29.3756","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","ac62b3d4-195e-48ff-9511-90dad3ce041d"
"11","13229418","0.5431","0.4998","0.6611","0.6237","0.5863","31.2182","31.22","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","c2b83202-853b-4b29-8a5a-53577bfa79b3"
"12","13231625","0.5446","0.5007","0.7445","0.7043","0.6339","26.8172","26.821","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","d0150a98-7792-4231-adfa-a3d9c88fbb6f"
"13","13297029","0.5463","0.4997","0.7287","0.6845","0.6214","25.2428","25.2466","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","796b3125-cddd-4ba9-a01c-30098d2f51ab"
"14","13299454","0.5499","0.4998","0.867","0.7039","0.5656","30.5499","30.552","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","26255a82-e48b-4589-aae3-816fa27c776d"
"15","13301329","0.5426","0.502","0.7805","0.7513","0.6703","26.6145","26.6207","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","b539e401-a518-46ca-bc22-058b3c60abfc"
"16","13303467","0.5518","0.4996","0.6861","0.6404","0.6","22.1679","22.1706","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","9ae4ec03-669f-4580-a9c4-681834f53cc5"
"17","13308906","0.5553","0.501","0.8848","0.7239","0.5817","30.3197","30.3217","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","caecf7ed-9298-42a7-8394-4113e68d956f"
"18","13310975","0.5698","0.5008","0.7404","0.6979","0.6366","28.4374","28.4415","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","4df3a543-934d-4ad3-807b-d693a9af811a"
"19","13313895","0.5593","0.4995","0.8791","0.7213","0.578","28.6733","28.6757","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","ed5de681-2ad4-47c7-850d-b17fc8fa36d7"
"20","13316351","0.5561","0.5014","0.7865","0.7584","0.6792","23.2212","23.2277","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","ee67722e-9bd6-444b-a6d2-23395d46087b"
"21","13318392","0.5509","0.4997","0.7353","0.6902","0.6279","25.2236","25.2281","sample","good","19230fe0-b977-4768-b547-0e99eeb24a53","9a845f01-b7fa-4955-89c6-a5e07361f6fa"
